GKZ,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,ÖVP,%,SPÖ,%.1,FPÖ,%.2,GRÜNE,%.3,NEOS,%.4,BIER,%.5,MFG,%.6,BGE,%.7,LMP,%.8,GAZA,%.9,KPÖ,%.10,KEINE,%.11
G31842,Bürg-Vöstenhof,137,116,3,113,29,25.66,19,16.81,48,42.47,3,2.65,7,6.19,1,0.88,4.0,3.53,,0.0,1,0.88,0.0,0.0,1,0.88,0,0.0
G31843,Warth,1265,1096,12,1084,445,41.05,139,12.82,325,29.98,47,4.33,63,5.81,28,2.58,5.0,0.46,,0.0,12,1.1,0.0,0.0,10,0.92,10,0.92
G31844,Wartmannstetten,1314,1177,13,1164,497,42.69,202,17.35,297,25.51,31,2.66,91,7.81,23,1.97,2.0,0.17,,0.0,1,0.08,1.0,0.08,13,1.11,6,0.51
G31845,Willendorf,785,638,8,630,174,27.61,125,19.84,196,31.11,57,9.04,48,7.61,13,2.06,1.0,0.15,,0.0,5,0.79,2.0,0.31,7,1.11,2,0.31
G31846,Wimpassing im Schwarzatale,1088,754,15,739,116,15.69,277,37.48,247,33.42,37,5.0,21,2.84,13,1.75,2.0,0.27,,0.0,2,0.27,10.0,1.35,13,1.75,1,0.13
G31847,Würflach,1336,1106,12,1094,335,30.62,237,21.66,324,29.61,49,4.47,78,7.12,20,1.82,3.0,0.27,,0.0,10,0.91,0.0,0.0,25,2.28,13,1.18
G31848,Zöbern,1136,1007,20,987,418,42.35,106,10.73,347,35.15,34,3.44,49,4.96,13,1.31,4.0,0.4,,0.0,4,0.4,0.0,0.0,9,0.91,3,0.3
G31849,Höflein an der Hohen Wand,745,615,2,613,142,23.16,168,27.4,204,33.27,34,5.54,41,6.68,11,1.79,1.0,0.16,,0.0,0,0.0,0.0,0.0,11,1.79,1,0.16
G31899,Wahlkarten - Neunkirchen,0,1199,21,1178,290,24.61,268,22.75,298,25.29,103,8.74,121,10.27,32,2.71,11.0,0.93,,0.0,15,1.27,3.0,0.25,29,2.46,8,0.67
G31900,Sankt Pölten Land,102401,85088,915,84173,24392,28.97,16574,19.69,23612,28.05,7054,8.38,7597,9.02,1821,2.16,363.0,0.43,,0.0,727,0.86,173.0,0.2,1399,1.66,461,0.54
G31901,Altlengbach,2440,1937,26,1911,584,30.55,324,16.95,594,31.08,116,6.07,194,10.15,36,1.88,9.0,0.47,,0.0,14,0.73,0.0,0.0,27,1.41,13,0.68
G31902,Asperhofen,1763,1392,15,1377,426,30.93,150,10.89,548,39.79,71,5.15,106,7.69,31,2.25,5.0,0.36,,0.0,12,0.87,0.0,0.0,18,1.3,10,0.72
G31903,Böheimkirchen,4088,3259,44,3215,889,27.65,703,21.86,986,30.66,240,7.46,208,6.46,71,2.2,18.0,0.55,,0.0,16,0.49,1.0,0.03,65,2.02,18,0.55
G31904,Brand-Laaben,1025,823,11,812,255,31.4,108,13.3,308,37.93,44,5.41,59,7.26,12,1.47,6.0,0.73,,0.0,4,0.49,0.0,0.0,13,1.6,3,0.36
G31905,Eichgraben,3482,2870,18,2852,741,25.98,588,20.61,620,21.73,401,14.06,335,11.74,62,2.17,6.0,0.21,,0.0,35,1.22,5.0,0.17,47,1.64,12,0.42
G31906,Frankenfels,1527,1321,27,1294,553,42.73,223,17.23,359,27.74,52,4.01,58,4.48,18,1.39,8.0,0.61,,0.0,5,0.38,0.0,0.0,11,0.85,7,0.54
G31907,Gerersdorf,814,708,10,698,283,40.54,133,19.05,163,23.35,38,5.44,51,7.3,13,1.86,2.0,0.28,,0.0,2,0.28,1.0,0.14,6,0.85,6,0.85
G31909,Hofstetten-Grünau,2151,1858,24,1834,690,37.62,278,15.15,554,30.2,100,5.45,124,6.76,42,2.29,11.0,0.59,,0.0,11,0.59,0.0,0.0,18,0.98,6,0.32
G31910,Hafnerbach,1330,1134,22,1112,401,36.06,191,17.17,292,26.25,99,8.9,86,7.73,17,1.52,2.0,0.17,,0.0,7,0.62,1.0,0.08,12,1.07,4,0.35
G31911,Haunoldstein,944,760,10,750,226,30.13,144,19.2,259,34.53,46,6.13,41,5.46,12,1.6,4.0,0.53,,0.0,1,0.13,2.0,0.26,11,1.46,4,0.53
G31912,Herzogenburg,6017,4681,50,4631,1158,25.0,1181,25.5,1411,30.46,246,5.31,293,6.32,105,2.26,27.0,0.58,,0.0,38,0.82,57.0,1.23,85,1.83,30,0.64
G31913,Inzersdorf-Getzersdorf,1314,1082,10,1072,337,31.43,178,16.6,362,33.76,58,5.41,90,8.39,22,2.05,6.0,0.55,,0.0,4,0.37,0.0,0.0,13,1.21,2,0.18
G31915,Kapelln,1057,868,19,849,336,39.57,107,12.6,277,32.62,34,4.0,55,6.47,16,1.88,3.0,0.35,,0.0,6,0.7,0.0,0.0,9,1.06,6,0.7
G31916,Karlstetten,1753,1460,19,1441,450,31.22,244,16.93,464,32.19,88,6.1,117,8.11,30,2.08,4.0,0.27,,0.0,8,0.55,0.0,0.0,30,2.08,6,0.41
G31917,Kasten bei Böheimkirchen,1145,970,12,958,285,29.74,162,16.91,276,28.81,66,6.88,94,9.81,29,3.02,8.0,0.83,,0.0,15,1.56,0.0,0.0,13,1.35,10,1.04
G31918,Kirchberg an der Pielach,2568,2039,25,2014,674,33.46,357,17.72,593,29.44,116,5.75,136,6.75,69,3.42,12.0,0.59,,0.0,13,0.64,1.0,0.04,36,1.78,7,0.34
G31919,Kirchstetten,1832,1398,13,1385,447,32.27,238,17.18,410,29.6,97,7.0,104,7.5,32,2.31,13.0,0.93,,0.0,14,1.01,0.0,0.0,20,1.44,10,0.72
G31920,Loich,454,385,2,383,134,34.98,84,21.93,112,29.24,14,3.65,13,3.39,12,3.13,1.0,0.26,,0.0,2,0.52,0.0,0.0,8,2.08,3,0.78
G31921,Maria-Anzbach,2483,2039,16,2023,573,28.32,353,17.44,469,23.18,304,15.02,188,9.29,45,2.22,8.0,0.39,,0.0,35,1.73,1.0,0.04,40,1.97,7,0.34
G31922,Markersdorf-Haindorf,1631,1339,14,1325,445,33.58,231,17.43,421,31.77,88,6.64,87,6.56,23,1.73,3.0,0.22,,0.0,1,0.07,3.0,0.22,20,1.5,3,0.22
G31923,Michelbach,680,587,11,576,231,40.1,47,8.15,193,33.5,26,4.51,36,6.25,18,3.12,7.0,1.21,,0.0,1,0.17,0.0,0.0,11,1.9,6,1.04
G31925,Neidling,1235,1070,10,1060,342,32.26,181,17.07,284,26.79,91,8.58,100,9.43,17,1.6,3.0,0.28,,0.0,11,1.03,4.0,0.37,19,1.79,8,0.75
G31926,Neulengbach,6453,5031,46,4985,1416,28.4,895,17.95,1335,26.78,553,11.09,459,9.2,103,2.06,33.0,0.66,,0.0,61,1.22,4.0,0.08,99,1.98,27,0.54
G31927,Neustift-Innermanzing,1226,983,13,970,295,30.41,165,17.01,309,31.85,51,5.25,93,9.58,19,1.95,7.0,0.72,,0.0,5,0.51,3.0,0.3,22,2.26,1,0.1
G31928,Nußdorf ob der Traisen,1547,1282,22,1260,413,32.77,232,18.41,392,31.11,67,5.31,101,8.01,23,1.82,1.0,0.07,,0.0,8,0.63,3.0,0.23,15,1.19,5,0.39
G31929,Ober-Grafendorf,3805,3099,42,3057,805,26.33,793,25.94,870,28.45,204,6.67,231,7.55,63,2.06,9.0,0.29,,0.0,26,0.85,0.0,0.0,40,1.3,16,0.52
G31930,Obritzberg-Rust,1884,1595,25,1570,581,37.0,205,13.05,490,31.21,93,5.92,114,7.26,35,2.22,3.0,0.19,,0.0,12,0.76,1.0,0.06,27,1.71,9,0.57
G31932,Prinzersdorf,1236,994,12,982,281,28.61,194,19.75,242,24.64,94,9.57,114,11.6,27,2.74,5.0,0.5,,0.0,10,1.01,1.0,0.1,10,1.01,4,0.4
G31934,Pyhra,2822,2404,27,2377,837,35.21,340,14.3,730,30.71,167,7.02,192,8.07,41,1.72,11.0,0.46,,0.0,10,0.42,2.0,0.08,28,1.17,19,0.79
G31935,Rabenstein an der Pielach,1958,1623,24,1599,541,33.83,301,18.82,502,31.39,76,4.75,91,5.69,41,2.56,1.0,0.06,,0.0,9,0.56,5.0,0.31,23,1.43,9,0.56
G31938,St. Margarethen an der Sierning,849,766,7,759,302,39.78,94,12.38,217,28.59,47,6.19,57,7.5,19,2.5,4.0,0.52,,0.0,6,0.79,0.0,0.0,9,1.18,4,0.52
G31939,Schwarzenbach an der Pielach,287,253,7,246,110,44.71,43,17.47,76,30.89,2,0.81,4,1.62,7,2.84,2.0,0.81,,0.0,0,0.0,0.0,0.0,1,0.4,1,0.4
G31940,Statzendorf,1133,947,7,940,269,28.61,229,24.36,287,30.53,46,4.89,68,7.23,21,2.23,4.0,0.42,,0.0,1,0.1,0.0,0.0,13,1.38,2,0.21
G31941,Stössing,654,549,6,543,166,30.57,75,13.81,191,35.17,32,5.89,36,6.62,16,2.94,8.0,1.47,,0.0,8,1.47,0.0,0.0,8,1.47,3,0.55
G31943,Traismauer,4812,3772,45,3727,922,24.73,874,23.45,1214,32.57,225,6.03,276,7.4,72,1.93,13.0,0.34,,0.0,30,0.8,21.0,0.56,53,1.42,27,0.72
G31945,Weinburg,1125,958,12,946,215,22.72,293,30.97,272,28.75,40,4.22,65,6.87,26,2.74,1.0,0.1,,0.0,13,1.37,0.0,0.0,16,1.69,5,0.52
G31946,Perschling,1200,992,13,979,340,34.72,87,8.88,400,40.85,38,3.88,62,6.33,19,1.94,5.0,0.51,,0.0,10,1.02,1.0,0.1,13,1.32,4,0.4
G31947,Wilhelmsburg,4941,3900,39,3861,882,22.84,1037,26.85,1213,31.41,244,6.31,278,7.2,72,1.86,12.0,0.31,,0.0,23,0.59,6.0,0.15,75,1.94,19,0.49
G31948,Wölbling,1890,1531,21,1510,391,25.89,346,22.91,498,32.98,92,6.09,102,6.75,28,1.85,4.0,0.26,,0.0,22,1.45,1.0,0.06,24,1.58,2,0.13
G31949,Gablitz,3834,3023,12,3011,854,28.36,546,18.13,679,22.55,375,12.45,405,13.45,53,1.76,11.0,0.36,,0.0,32,1.06,6.0,0.19,41,1.36,9,0.29
G31950,Mauerbach,2767,2348,14,2334,698,29.9,411,17.6,500,21.42,276,11.82,303,12.98,45,1.92,4.0,0.17,,0.0,17,0.72,4.0,0.17,55,2.35,21,0.89
G31951,Pressbaum,5713,4372,39,4333,1055,24.34,909,20.97,1005,23.19,542,12.5,549,12.67,121,2.79,16.0,0.36,,0.0,42,0.96,15.0,0.34,52,1.2,27,0.62
G31952,Purkersdorf,7002,5332,34,5298,1135,21.42,1247,23.53,1142,21.55,709,13.38,710,13.4,101,1.9,12.0,0.22,,0.0,62,1.17,17.0,0.32,133,2.51,30,0.56
G31953,Tullnerbach,2180,1791,8,1783,497,27.87,351,19.68,361,20.24,207,11.6,262,14.69,34,1.9,10.0,0.56,,0.0,23,1.28,3.0,0.16,28,1.57,7,0.39
G31954,Wolfsgraben,1350,1124,4,1120,343,30.62,178,15.89,288,25.71,115,10.26,122,10.89,29,2.58,6.0,0.53,,0.0,9,0.8,1.0,0.08,22,1.96,7,0.62
G31999,Wahlkarten - Sankt Pölten Land,0,2439,28,2411,584,24.22,524,21.73,444,18.41,324,13.43,328,13.6,74,3.06,15.0,0.62,,0.0,33,1.36,3.0,0.12,60,2.48,22,0.91
G32000,Scheibbs,33008,28189,358,27831,9745,35.01,4727,16.98,8169,29.35,1634,5.87,1960,7.04,549,1.97,183.0,0.65,,0.0,181,0.65,20.0,0.07,436,1.56,227,0.81
G32001,Gaming,2310,1914,26,1888,496,26.27,544,28.81,558,29.55,64,3.38,115,6.09,34,1.8,7.0,0.37,,0.0,12,0.63,6.0,0.31,30,1.58,22,1.16
G32002,Göstling an der Ybbs,1661,1366,17,1349,602,44.62,237,17.56,303,22.46,53,3.92,102,7.56,23,1.7,6.0,0.44,,0.0,5,0.37,0.0,0.0,9,0.66,9,0.66
G32003,Gresten,1574,1295,17,1278,364,28.48,283,22.14,375,29.34,65,5.08,90,7.04,35,2.73,7.0,0.54,,0.0,17,1.33,3.0,0.23,29,2.26,10,0.78
G32004,Gresten-Land,1182,1039,16,1023,465,45.45,86,8.4,324,31.67,25,2.44,46,4.49,25,2.44,14.0,1.36,,0.0,12,1.17,0.0,0.0,16,1.56,10,0.97
G32005,Lunz am See,1451,1234,15,1219,378,31.0,289,23.7,339,27.8,77,6.31,84,6.89,22,1.8,10.0,0.82,,0.0,5,0.41,0.0,0.0,10,0.82,5,0.41
G32006,Oberndorf an der Melk,2438,2085,37,2048,875,42.72,203,9.91,663,32.37,85,4.15,116,5.66,36,1.75,15.0,0.73,,0.0,16,0.78,0.0,0.0,25,1.22,14,0.68
G32007,Puchenstuben,218,158,5,153,60,39.21,35,22.87,41,26.79,4,2.61,4,2.61,3,1.96,1.0,0.65,,0.0,2,1.3,0.0,0.0,3,1.96,0,0.0
G32008,Purgstall an der Erlauf,4274,3430,32,3398,1161,34.16,471,13.86,1105,32.51,218,6.41,257,7.56,69,2.03,20.0,0.58,,0.0,25,0.73,0.0,0.0,49,1.44,23,0.67
G32009,Randegg,1500,1287,15,1272,570,44.81,121,9.51,388,30.5,60,4.71,64,5.03,20,1.57,7.0,0.55,,0.0,9,0.7,0.0,0.0,14,1.1,19,1.49
G32010,Reinsberg,828,729,5,724,335,46.27,78,10.77,209,28.86,27,3.72,46,6.35,12,1.65,6.0,0.82,,0.0,0,0.0,0.0,0.0,6,0.82,5,0.69
G32011,St. Anton an der Jeßnitz,918,766,18,748,304,40.64,76,10.16,267,35.69,21,2.8,35,4.67,15,2.0,13.0,1.73,,0.0,5,0.66,0.0,0.0,7,0.93,5,0.66
G32012,St. Georgen an der Leys,1063,942,12,930,420,45.16,92,9.89,314,33.76,23,2.47,49,5.26,12,1.29,3.0,0.32,,0.0,4,0.43,0.0,0.0,10,1.07,3,0.32
G32013,Scheibbs,3405,2768,32,2736,910,33.26,572,20.9,524,19.15,307,11.22,255,9.32,55,2.01,16.0,0.58,,0.0,11,0.4,9.0,0.32,55,2.01,22,0.8
G32014,Steinakirchen am Forst,1823,1563,24,1539,615,39.96,189,12.28,439,28.52,105,6.82,105,6.82,26,1.68,15.0,0.97,,0.0,10,0.64,0.0,0.0,23,1.49,12,0.77
G32015,Wang,1096,924,14,910,356,39.12,88,9.67,324,35.6,45,4.94,42,4.61,22,2.41,6.0,0.65,,0.0,8,0.87,0.0,0.0,12,1.31,7,0.76
G32016,Wieselburg,3165,2464,20,2444,523,21.39,682,27.9,689,28.19,193,7.89,195,7.97,53,2.16,16.0,0.65,,0.0,11,0.45,1.0,0.04,58,2.37,23,0.94
G32017,Wieselburg-Land,2742,2321,28,2293,708,30.87,373,16.26,788,34.36,126,5.49,186,8.11,34,1.48,10.0,0.43,,0.0,11,0.47,1.0,0.04,36,1.56,20,0.87
G32018,Wolfpassing,1360,1174,14,1160,417,35.94,149,12.84,364,31.37,64,5.51,90,7.75,31,2.67,6.0,0.51,,0.0,12,1.03,0.0,0.0,20,1.72,7,0.6
G32099,Wahlkarten - Scheibbs,0,730,11,719,186,25.86,159,22.11,155,21.55,72,10.01,79,10.98,22,3.05,5.0,0.69,,0.0,6,0.83,0.0,0.0,24,3.33,11,1.52
G32100,Tulln,80921,66882,607,66275,20652,31.16,11925,17.99,16275,24.55,6140,9.26,7448,11.23,1451,2.18,192.0,0.28,,0.0,532,0.8,101.0,0.15,1173,1.76,386,0.58
G32101,Absdorf,1799,1363,26,1337,398,29.76,259,19.37,373,27.89,108,8.07,114,8.52,47,3.51,4.0,0.29,,0.0,1,0.07,1.0,0.07,24,1.79,8,0.59
G32104,Atzenbrugg,2561,2054,37,2017,701,34.75,289,14.32,612,30.34,135,6.69,158,7.83,53,2.62,3.0,0.14,,0.0,16,0.79,1.0,0.04,30,1.48,19,0.94
G32106,Fels am Wagram,1924,1589,17,1572,504,32.06,246,15.64,492,31.29,95,6.04,135,8.58,43,2.73,6.0,0.38,,0.0,16,1.01,0.0,0.0,26,1.65,9,0.57
G32107,Grafenwörth,2644,2053,18,2035,646,31.74,371,18.23,621,30.51,99,4.86,190,9.33,54,2.65,7.0,0.34,,0.0,10,0.49,0.0,0.0,21,1.03,16,0.78
G32109,Großriedenthal,800,685,19,666,301,45.19,105,15.76,136,20.42,33,4.95,56,8.4,10,1.5,6.0,0.9,,0.0,1,0.15,2.0,0.3,11,1.65,5,0.75
G32110,Großweikersdorf,2721,2214,25,2189,732,33.43,387,17.67,654,29.87,148,6.76,157,7.17,67,3.06,6.0,0.27,,0.0,5,0.22,1.0,0.04,15,0.68,17,0.77
G32112,Judenau-Baumgarten,1759,1446,16,1430,494,34.54,220,15.38,406,28.39,124,8.67,120,8.39,18,1.25,3.0,0.2,,0.0,10,0.69,0.0,0.0,21,1.46,14,0.97
G32114,Kirchberg am Wagram,2992,2492,29,2463,849,34.47,424,17.21,675,27.4,146,5.92,233,9.46,68,2.76,7.0,0.28,,0.0,24,0.97,3.0,0.12,25,1.01,9,0.36
G32115,Königsbrunn am Wagram,1119,934,11,923,292,31.63,203,21.99,263,28.49,50,5.41,69,7.47,17,1.84,3.0,0.32,,0.0,2,0.21,1.0,0.1,15,1.62,8,0.86
G32116,Königstetten,1858,1541,8,1533,495,32.28,289,18.85,398,25.96,117,7.63,155,10.11,33,2.15,3.0,0.19,,0.0,8,0.52,2.0,0.13,25,1.63,8,0.52
G32119,Langenrohr,1902,1601,20,1581,576,36.43,223,14.1,490,30.99,74,4.68,134,8.47,39,2.46,2.0,0.12,,0.0,8,0.5,2.0,0.12,27,1.7,6,0.37
G32120,Michelhausen,3014,2386,14,2372,896,37.77,379,15.97,618,26.05,142,5.98,198,8.34,55,2.31,7.0,0.29,,0.0,15,0.63,1.0,0.04,45,1.89,16,0.67
G32131,Sieghartskirchen,5854,4641,52,4589,1425,31.05,730,15.9,1503,32.75,282,6.14,412,8.97,90,1.96,19.0,0.41,,0.0,28,0.61,9.0,0.19,65,1.41,26,0.56
G32132,Sitzenberg-Reidling,1867,1502,22,1480,466,31.48,268,18.1,459,31.01,100,6.75,112,7.56,27,1.82,5.0,0.33,,0.0,18,1.21,0.0,0.0,19,1.28,6,0.4
G32134,Tulbing,2618,2143,20,2123,732,34.47,343,16.15,537,25.29,186,8.76,212,9.98,41,1.93,2.0,0.09,,0.0,9,0.42,1.0,0.04,48,2.26,12,0.56
G32135,Tulln an der Donau,12046,9444,75,9369,2920,31.16,1775,18.94,2165,23.1,942,10.05,1009,10.76,187,1.99,25.0,0.26,,0.0,53,0.56,21.0,0.22,218,2.32,54,0.57
G32139,Würmla,1202,980,10,970,329,33.91,134,13.81,293,30.2,81,8.35,72,7.42,20,2.06,2.0,0.2,,0.0,10,1.03,0.0,0.0,20,2.06,9,0.92
G32140,Zeiselmauer-Wolfpassing,1774,1467,8,1459,361,24.74,311,21.31,373,25.56,157,10.76,165,11.3,31,2.12,8.0,0.54,,0.0,20,1.37,1.0,0.06,25,1.71,7,0.47
G32141,Zwentendorf an der Donau,3020,2364,32,2332,608,26.07,641,27.48,759,32.54,72,3.08,127,5.44,52,2.22,4.0,0.17,,0.0,7,0.3,6.0,0.25,38,1.62,18,0.77
G32142,St. Andrä-Wördern,6070,4987,33,4954,1268,25.59,1017,20.52,1055,21.29,722,14.57,535,10.79,109,2.2,19.0,0.38,,0.0,82,1.65,4.0,0.08,110,2.22,33,0.66
G32143,Muckendorf-Wipfing,1305,1084,11,1073,338,31.5,216,20.13,320,29.82,69,6.43,79,7.36,19,1.77,3.0,0.27,,0.0,7,0.65,1.0,0.09,14,1.3,7,0.65
G32144,Klosterneuburg,20072,15777,85,15692,4801,30.59,2662,16.96,2668,17.0,1971,12.56,2683,17.09,318,2.02,39.0,0.24,,0.0,163,1.03,40.0,0.25,286,1.82,61,0.38
G32199,Wahlkarten - Tulln,0,2135,19,2116,520,24.57,433,20.46,405,19.13,287,13.56,323,15.26,53,2.5,9.0,0.42,,0.0,19,0.89,4.0,0.18,45,2.12,18,0.85
G32200,Waidhofen an der Thaya,21458,17663,277,17386,6480,37.27,2384,13.71,5886,33.85,777,4.46,1062,6.1,312,1.79,89.0,0.51,,0.0,123,0.7,7.0,0.04,191,1.09,75,0.43
G32202,Dietmanns,896,692,9,683,127,18.59,189,27.67,302,44.21,19,2.78,23,3.36,9,1.31,2.0,0.29,,0.0,0,0.0,0.0,0.0,9,1.31,3,0.43
G32203,Dobersberg,1294,1070,23,1047,508,48.51,95,9.07,309,29.51,26,2.48,58,5.53,21,2.0,9.0,0.85,,0.0,9,0.85,0.0,0.0,11,1.05,1,0.09
G32206,Gastern,1008,808,13,795,293,36.85,100,12.57,309,38.86,31,3.89,30,3.77,11,1.38,2.0,0.25,,0.0,3,0.37,0.0,0.0,13,1.63,3,0.37
G32207,Groß-Siegharts,2207,1722,32,1690,452,26.74,355,21.0,660,39.05,58,3.43,99,5.85,28,1.65,4.0,0.23,,0.0,11,0.65,1.0,0.05,18,1.06,4,0.23
G32209,Karlstein an der Thaya,1206,998,14,984,391,39.73,100,10.16,381,38.71,28,2.84,51,5.18,12,1.21,2.0,0.2,,0.0,5,0.5,0.0,0.0,8,0.81,6,0.6
G32210,Kautzen,920,746,18,728,287,39.42,85,11.67,219,30.08,32,4.39,48,6.59,24,3.29,4.0,0.54,,0.0,12,1.64,1.0,0.13,13,1.78,3,0.41
G32212,Ludweis-Aigen,761,636,9,627,274,43.7,83,13.23,187,29.82,27,4.3,19,3.03,10,1.59,3.0,0.47,,0.0,8,1.27,0.0,0.0,10,1.59,6,0.95
G32214,Pfaffenschlag bei Waidhofen a.d.Thaya,761,650,6,644,246,38.19,70,10.86,229,35.55,28,4.34,35,5.43,15,2.32,4.0,0.62,,0.0,8,1.24,0.0,0.0,6,0.93,3,0.46
G32216,Raabs an der Thaya,2221,1759,35,1724,826,47.91,184,10.67,483,28.01,60,3.48,96,5.56,30,1.74,12.0,0.69,,0.0,9,0.52,1.0,0.05,16,0.92,7,0.4
G32217,Thaya,1220,1009,19,990,386,38.98,107,10.8,353,35.65,43,4.34,63,6.36,17,1.71,2.0,0.2,,0.0,3,0.3,0.0,0.0,11,1.11,5,0.5
G32219,Vitis,2246,1872,31,1841,689,37.42,290,15.75,571,31.01,108,5.86,117,6.35,28,1.52,4.0,0.21,,0.0,6,0.32,1.0,0.05,14,0.76,13,0.7
G32220,Waidhofen an der Thaya,4400,3433,40,3393,1157,34.09,446,13.14,1122,33.06,215,6.33,292,8.6,56,1.65,27.0,0.79,,0.0,27,0.79,2.0,0.05,37,1.09,12,0.35
G32221,Waidhofen an der Thaya-Land,1077,913,8,905,317,35.02,115,12.7,342,37.79,32,3.53,58,6.4,16,1.76,4.0,0.44,,0.0,7,0.77,0.0,0.0,9,0.99,5,0.55
G32222,Waldkirchen an der Thaya,428,349,6,343,169,49.27,30,8.74,99,28.86,15,4.37,14,4.08,7,2.04,3.0,0.87,,0.0,3,0.87,0.0,0.0,3,0.87,0,0.0
G32223,Windigsteig,813,671,6,665,264,39.69,77,11.57,224,33.68,39,5.86,32,4.81,14,2.1,2.0,0.3,,0.0,3,0.45,0.0,0.0,8,1.2,2,0.3
G32299,Wahlkarten - Waidhofen an der Thaya,0,335,8,327,94,28.74,58,17.73,96,29.35,16,4.89,27,8.25,14,4.28,5.0,1.52,,0.0,9,2.75,1.0,0.3,5,1.52,2,0.61
